name,city,country,iata,lat,lon
Chub Cay Airport,Chub Cay,Bahamas,CCZ,25.41710090637207,-77.88089752197266
Great Harbour Cay Airport,Bullocks Harbour,Bahamas,GHC,25.7383,-77.840103
South Bimini Airport,Alice Town,Bahamas,BIM,25.6998996735,-79.2647018433
Exuma International Airport,Great Exuma,Bahamas,GGT,23.5625991821,-75.8779983521
North Eleuthera Airport,North Eleuthera,Bahamas,ELH,25.474899292,-76.6835021973
Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,25.2847003937,-76.3310012817
Normans Cay Airport,Norman's Cay,Bahamas,NMC,24.59429931640625,-76.82019805908203
Rock Sound Airport,Rock Sound,Bahamas,RSD,24.8950787333,-76.1768817902
Staniel Cay Airport,Staniel Cay,Bahamas,TYM,24.169099807739254,-76.43910217285156
Grand Bahama International Airport,Freeport,Bahamas,FPO,26.5587005615,-78.695602417
Inagua Airport,Matthew Town,Bahamas,IGA,20.975000381469727,-73.66690063476562
Deadman's Cay Airport,Dead Man's Cay,Bahamas,LGI,23.1790008545,-75.09359741210001
Stella Maris Airport,Stella Maris,Bahamas,SML,23.582317,-75.268621
Mayaguana Airport,Mayaguana,Bahamas,MYG,22.379499,-73.013494
Lynden Pindling International Airport,Nassau,Bahamas,NAS,25.0389995575,-77.46620178219999
Duncan Town Airport,Duncan Town,Bahamas,DCT,22.18180084228516,-75.72949981689453
Rum Cay Airport,Port Nelson,Bahamas,RCY,23.68440055847168,-74.83619689941406
San Salvador Airport,Cockburn Town,Bahamas,ZSA,24.06329917907715,-74.52400207519531
Philip S. W. Goldson International Airport,Belize City,Belize,BZE,17.539100646972656,-88.30819702148438
Aitutaki Airport,Aitutaki,Cook Islands,AIT,-18.830900192260746,-159.76400756835938
Rarotonga International Airport,Avarua,Cook Islands,RAR,-21.2026996613,-159.805999756
Nadi International Airport,Nandi,Fiji,NAN,-17.755399703979492,177.4429931640625
Nausori International Airport,Nausori,Fiji,SUV,-18.04330062866211,178.5590057373047
Fua'amotu International Airport,Tongatapu,Tonga,TBU,-21.241199493408203,-175.14999389648438
Vava'u International Airport,Vava'u,Tonga,VAV,-18.58530044555664,-173.96200561523438
Bonriki International Airport,Tarawa,Kiribati,TRW,1.3816399574279783,173.14700317382812
Tabiteuea North Airport,Tabiteuea North,Kiribati,TBF,-1.2244700193405151,174.7760009765625
Hihifo Airport,Wallis,Wallis and Futuna,WLS,-13.2383003235,-176.199005127
Faleolo International Airport,Faleolo,Samoa,APW,-13.829999923706056,-172.00799560546875
Pago Pago International Airport,Pago Pago,American Samoa,PPG,-14.3310003281,-170.710006714
Rurutu Airport,Rurutu,French Polynesia,RUR,-22.43409919738769,-151.36099243164062
Tubuai Airport,Tubuai,French Polynesia,TUB,-23.36540031433105,-149.5240020751953
Anaa Airport,Anaa,French Polynesia,AAA,-17.35260009765625,-145.50999450683594
Fangatau Airport,Fangatau,French Polynesia,FGU,-15.819899559020996,-140.88699340820312
Tikehau Airport,Tikehau,French Polynesia,TIH,-15.119600296020508,-148.2310028076172
Reao Airport,Reao,French Polynesia,REA,-18.465900421142575,-136.44000244140625
Fakarava Airport,Fakarava,French Polynesia,FAV,-16.054100036621094,-145.65699768066406
Manihi Airport,Manihi,French Polynesia,XMH,-14.436800003051758,-146.07000732421875
Totegegie Airport,Totegegie,French Polynesia,GMR,-23.07990074157715,-134.88999938964844
Kaukura Airport,Kaukura Atoll,French Polynesia,KKR,-15.663299560546877,-146.88499450683594
Makemo Airport,Makemo,French Polynesia,MKP,-16.583900451660156,-143.6580047607422
Puka Puka Airport,Puka Puka,French Polynesia,PKP,-14.809499740600586,-138.81300354003906
Takapoto Airport,Takapoto,French Polynesia,TKP,-14.709500312805176,-145.24600219726562
Arutua Airport,Arutua,French Polynesia,AXR,-15.248299598693848,-146.61700439453125
Mataiva Airport,Mataiva,French Polynesia,MVT,-14.8681001663208,-148.7169952392578
Takaroa Airport,Takaroa,French Polynesia,TKX,-14.45580005645752,-145.02499389648438
Nuku Hiva Airport,Nuku Hiva,French Polynesia,NHV,-8.795599937438965,-140.22900390625
Bora Bora Airport,Bora Bora,French Polynesia,BOB,-16.444400787353516,-151.75100708007812
Rangiroa Airport,Rangiroa,French Polynesia,RGI,-14.954299926757812,-147.66099548339844
Huahine-Fare Airport,Huahine Island,French Polynesia,HUH,-16.68720054626465,-151.02200317382812
Moorea Airport,Moorea,French Polynesia,MOZ,-17.49,-149.761993
Hao Airport,Hao Island,French Polynesia,HOI,-18.074800491333008,-140.9459991455078
Maupiti Airport,Maupiti,French Polynesia,MAU,-16.42650032043457,-152.24400329589844
Raiatea Airport,Raiatea Island,French Polynesia,RFP,-16.7229,-151.466003
Bauerfield International Airport,Port-vila,Vanuatu,VLI,-17.699300765991,168.32000732422
Koné Airport,Kone,New Caledonia,KNQ,-21.05430030822754,164.83700561523438
Koumac Airport,Koumac,New Caledonia,KOC,-20.546300888061523,164.25599670410156
Lifou Airport,Lifou,New Caledonia,LIF,-20.774799346923828,167.24000549316406
Nouméa Magenta Airport,Noumea,New Caledonia,GEA,-22.25830078125,166.47300720214844
Maré Airport,Mare,New Caledonia,MEE,-21.4817008972168,168.03799438476562
Touho Airport,Touho,New Caledonia,TOU,-20.790000915527344,165.25900268554688
Ouvéa Airport,Ouvea,New Caledonia,UVE,-20.640600204467773,166.572998046875
La Tontouta International Airport,Noumea,New Caledonia,NOU,-22.01460075378418,166.21299743652344
Auckland International Airport,Auckland,New Zealand,AKL,-37.0080986023,174.792007446
Taupo Airport,Taupo,New Zealand,TUO,-38.73970031738281,176.08399963378906
Ardmore Airport,Ardmore,New Zealand,AMZ,-37.02970123291016,174.97300720214844
Christchurch International Airport,Christchurch,New Zealand,CHC,-43.48939895629883,172.53199768066406
Chatham Islands-Tuuta Airport,Chatham Island,New Zealand,CHT,-43.810001373291016,-176.45700073242188
Dunedin Airport,Dunedin,New Zealand,DUD,-45.9281005859375,170.197998046875
Gisborne Airport,Gisborne,New Zealand,GIS,-38.66329956054688,177.97799682617188
Glentanner Airport,Glentanner,New Zealand,GTN,-43.906700134277344,170.1280059814453
Hokitika Airfield,Hokitika,New Zealand,HKK,-42.713600158691406,170.98500061035156
Hamilton International Airport,Hamilton,New Zealand,HLZ,-37.8666992188,175.332000732
Kerikeri Airport,Kerikeri,New Zealand,KKE,-35.26279830932617,173.91200256347656
Kaitaia Airport,Kaitaia,New Zealand,KAT,-35.06999969482422,173.28500366210938
Alexandra Airport,Alexandra,New Zealand,ALR,-45.211700439453125,169.3730010986328
Mount Cook Airport,Mount Cook,New Zealand,MON,-43.76499938964844,170.13299560546875
Manapouri Airport,Manapouri,New Zealand,TEU,-45.53310012817383,167.64999389648438
Hood Airport,Masterton,New Zealand,MRO,-40.97330093383789,175.63400268554688
New Plymouth Airport,New Plymouth,New Zealand,NPL,-39.00859832763672,174.1790008544922
Nelson Airport,Nelson,New Zealand,NSN,-41.298301696777344,173.2209930419922
Invercargill Airport,Invercargill,New Zealand,IVC,-46.41239929199219,168.31300354003906
RNZAF Base Ohakea,Ohakea,New Zealand,OHA,-40.20600128173828,175.38800048828125
Oamaru Airport,Oamaru,New Zealand,OAM,-44.970001220703125,171.08200073242188
Palmerston North Airport,Palmerston North,New Zealand,PMR,-40.32059860229492,175.61700439453125
Paraparaumu Airport,Paraparaumu,New Zealand,PPQ,-40.90470123291016,174.98899841308594
Queenstown International Airport,Queenstown International,New Zealand,ZQN,-45.0210990906,168.738998413
Rotorua Regional Airport,Rotorua,New Zealand,ROT,-38.10919952392578,176.31700134277344
Tauranga Airport,Tauranga,New Zealand,TRG,-37.67190170288086,176.1959991455078
Timaru Airport,Timaru,New Zealand,TIU,-44.30279922485352,171.22500610351562
Pukaki Airport,Pukaki,New Zealand,TWZ,-44.2350006104,170.117996216
Woodbourne Airport,Woodbourne,New Zealand,BHE,-41.5182991027832,173.8699951171875
Wanaka Airport,Wanaka,New Zealand,WKA,-44.722198486328,169.24600219727
Whakatane Airport,Whakatane,New Zealand,WHK,-37.92060089111328,176.91400146484375
Wellington International Airport,Wellington,New Zealand,WLG,-41.3272018433,174.804992676
Wairoa Airport,Wairoa,New Zealand,WIR,-39.00690078735352,177.40699768066406
Whangarei Airport,Whangarei,New Zealand,WRE,-35.7682991027832,174.36500549316406
Westport Airport,Westport,New Zealand,WSZ,-41.73809814453125,171.58099365234375
Wanganui Airport,Wanganui,New Zealand,WAG,-39.96220016479492,175.02499389648438
Herat Airport,Herat,Afghanistan,HEA,34.209999084472656,62.22829818725586
Jalalabad Airport,Jalalabad,Afghanistan,JAA,34.39979934692383,70.49859619140625
Hamid Karzai International Airport,Kabul,Afghanistan,KBL,34.565899,69.212303
Kandahar Airport,Kandahar,Afghanistan,KDH,31.505800247192383,65.8478012084961
Maimana Airport,Maimama,Afghanistan,MMZ,35.93080139160156,64.76090240478516
Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,36.70690155029297,67.20970153808594
Shindand Airport,Shindand,Afghanistan,OAH,33.3913002014,62.2610015869
Konduz Airport,Kunduz,Afghanistan,UND,36.66510009765625,68.91079711914062
Bahrain International Airport,Bahrain,Bahrain,BAH,26.27079963684082,50.63359832763672
Abha Regional Airport,Abha,Saudi Arabia,AHB,18.2404003143,42.65660095210001
Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,25.28529930114746,49.485198974609375
Al Baha Airport,El-baha,Saudi Arabia,ABT,20.2961006165,41.6343002319
Bisha Airport,Bisha,Saudi Arabia,BHH,19.984399795532227,42.62089920043945
King Fahd International Airport,Dammam,Saudi Arabia,DMM,26.471200942993164,49.79790115356445
King Abdulaziz Air Base,Dhahran,Saudi Arabia,DHA,26.265399932900003,50.1520004272
Jizan Regional Airport,Gizan,Saudi Arabia,GIZ,16.901100158691406,42.58580017089844
Gassim Airport,Gassim,Saudi Arabia,ELQ,26.30279922485352,43.77439880371094
Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,31.412413,37.278898
Ha'il Airport,Hail,Saudi Arabia,HAS,27.437901,41.686298
Jubail Airport,Jubail,Saudi Arabia,QJB,27.03899955749512,49.40510177612305
King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,21.6796,39.156502
King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,KMC,27.9009,45.528198
Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,24.5534,39.705101
Nejran Airport,Nejran,Saudi Arabia,EAM,17.611400604248047,44.4192008972168
Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,28.335199,46.125099
Rafha Domestic Airport,Rafha,Saudi Arabia,RAH,29.626399993896484,43.4906005859375
King Khaled International Airport,Riyadh,Saudi Arabia,RUH,24.957599639892575,46.69879913330078
Arar Domestic Airport,Arar,Saudi Arabia,RAE,30.90660095214844,41.13819885253906
Sharurah Airport,Sharurah,Saudi Arabia,SHW,17.466899871826172,47.12139892578125
Sulayel Airport,Sulayel,Saudi Arabia,SLF,20.46470069885254,45.61959838867188
Tabuk Airport,Tabuk,Saudi Arabia,TUU,28.3654,36.6189
Ta’if Regional Airport,Taif,Saudi Arabia,TIF,21.483001,40.543442
Turaif Domestic Airport,Turaif,Saudi Arabia,TUI,31.692188,38.731544
Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,26.19860076904297,36.47639846801758
Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB,24.144199,38.0634
Abadan Airport,Abadan,Iran,ABD,30.371099472,48.2282981873
Dezful Airport,Dezful,Iran,DEF,32.434399,48.397598
Aghajari Airport,Aghajari,Iran,AKW,30.7444,49.6772
Gachsaran Airport,Gachsaran,Iran,GCH,30.337600708,50.827999115
Omidiyeh Airport,Omidyeh,Iran,OMI,30.8351993560791,49.5349006652832
Mahshahr Airport,Bandar Mahshahr,Iran,MRX,30.55620002746582,49.15190124511719
Ahwaz Airport,Ahwaz,Iran,AWZ,31.3374004364,48.7620010376
Abu Musa Island Airport,Abumusa I.,Iran,AEU,25.8757,55.033001
Bushehr Airport,Bushehr,Iran,BUZ,28.9447994232,50.8345985413
Kish International Airport,Kish Island,Iran,KIH,26.5261993408,53.9802017212
Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,26.531999588,54.824798584
Khark Island Airport,Khark Island,Iran,KHK,29.260299682617188,50.32389831542969
Sirri Island Airport,Siri Island,Iran,SXI,25.908899307250977,54.539398193359375
Lavan Island Airport,Lavan Island,Iran,LVP,26.810300827026367,53.35630035400391
Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,34.3459014893,47.1581001282
Sanandaj Airport,Sanandaj,Iran,SDG,35.24589920043945,47.00920104980469
Hesa Airport,Daran,Iran,IFH,32.92890167236328,51.56110000610352
Kashan Airport,Kashan,Iran,KKS,33.895302,51.577
Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN,32.75080108642578,51.86130142211914
Sardar-e-Jangal Airport,Rasht,Iran,RAS,37.323333,49.617778
Arak Airport,Arak,Iran,AJK,34.13809967041016,49.8473014831543
Mehrabad International Airport,Teheran,Iran,THR,35.68920135498047,51.31340026855469
Qazvin Airport,Ghazvin,Iran,GZW,36.240101,50.0471
Bandar Abbas International Airport,Bandar Abbas,Iran,BND,27.218299865722656,56.37779998779297
Jiroft Airport,Jiroft,Iran,JYR,28.7269001007,57.67029953
Kerman Airport,Kerman,Iran,KER,30.2744007111,56.9510993958
Havadarya Airport,Bandar Abbas,Iran,HDR,27.158300399780277,56.17250061035156
Sirjan Airport,Sirjan,Iran,SYJ,29.550899505615234,55.672698974609375
Birjand Airport,Birjand,Iran,XBJ,32.898101806640625,59.2661018371582
Sarakhs Airport,Sarakhs,Iran,CKT,36.50120162963867,61.06489944458008
Shahroud Airport,Emam Shahr,Iran,RUD,36.4253005981,55.1041984558
Tabas Airport,Tabas,Iran,TCX,33.6678009033,56.8927001953
Kalaleh Airport,Kalaleh,Iran,KLM,37.3833007812,55.4519996643
Ramsar Airport,Ramsar,Iran,RZR,36.9099006652832,50.67959976196289
Fasa Airport,Fasa,Iran,FAZ,28.89179992675781,53.72330093383789
Jahrom Airport,Jahrom,Iran,JAR,28.5867004395,53.5791015625
Lamerd Airport,Lamerd,Iran,LFM,27.3726997375,53.18880081179999
Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,29.53919982910156,52.58980178833008
Khoy Airport,Khoy,Iran,KHY,38.4275016784668,44.97359848022461
Tabriz International Airport,Tabriz,Iran,TBZ,38.1338996887207,46.23500061035156
Zanjan Airport,Zanjan,Iran,JWN,36.7737007141,48.3594017029
Shahid Sadooghi Airport,Yazd,Iran,AZD,31.9048995972,54.2765007019
Zabol Airport,Zabol,Iran,ACZ,31.09830093383789,61.54389953613281
Konarak Airport,Chah Bahar,Iran,ZBR,25.4433002472,60.3820991516
Zahedan International Airport,Zahedan,Iran,ZAH,29.47570037841797,60.90620040893555
Iran Shahr Airport,Iran Shahr,Iran,IHR,27.2360992432,60.7200012207
Queen Alia International Airport,Amman,Jordan,AMM,31.7226009369,35.9931983948
Amman-Marka International Airport,Amman,Jordan,ADJ,31.972700119018555,35.991600036621094
Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ,29.61160087585449,35.01810073852539
King Hussein Air College,Mafraq,Jordan,OMF,32.3564,36.259201
Kuwait International Airport,Kuwait,Kuwait,KWI,29.226600646972656,47.96889877319336
Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY,33.820899963378906,35.488399505615234
Rene Mouawad Air Base,Kleiat,Lebanon,KYE,34.589298248291016,36.01129913330078
Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,24.433000564575195,54.651100158691406
Bateen Airport,Abu Dhabi,United Arab Emirates,AZI,24.428300857543945,54.458099365234375
Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,DHF,24.248199462900004,54.5476989746
Dubai International Airport,Dubai,United Arab Emirates,DXB,25.2527999878,55.3643989563
Fujairah International Airport,Fujeirah,United Arab Emirates,FJR,25.112199783325195,56.32400131225586
Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,RKT,25.613500595092773,55.93880081176758
Sharjah International Airport,Sharjah,United Arab Emirates,SHJ,25.32859992980957,55.5172004699707
Khasab Air Base,Khasab,Oman,KHS,26.17099952697754,56.2406005859375
Masirah Air Base,Masirah,Oman,MSH,20.67539978027344,58.89049911499024
Muscat International Airport,Muscat,Oman,MCT,23.593299865722656,58.284400939941406
Salalah Airport,Salalah,Oman,SLL,17.038700103759766,54.09130096435547
Thumrait Air Base,Thumrait,Oman,TTH,17.666000366210938,54.024600982666016
Bhagatanwala Airport,Bhagtanwala,Pakistan,BHW,32.056098938,72.94840240479999
Faisalabad International Airport,Faisalabad,Pakistan,LYP,31.364999771118164,72.99479675292969
Gwadar International Airport,Gwadar,Pakistan,GWD,25.233299255371094,62.329498291015625
Gilgit Airport,Gilgit,Pakistan,GIL,35.918800354003906,74.33360290527344
Shahbaz Air Base,Jacobsbad,Pakistan,JAG,28.28420066833496,68.44969940185547
Jinnah International Airport,Karachi,Pakistan,KHI,24.9065,67.160797
Alama Iqbal International Airport,Lahore,Pakistan,LHE,31.5216007232666,74.40360260009766
Mangla Airport,Mangla,Pakistan,XJM,33.05009841918945,73.63839721679688
Muzaffarabad Airport,Muzaffarabad,Pakistan,MFG,34.3390007019043,73.50859832763672
Mianwali Air Base,Mianwali,Pakistan,MWD,32.5630989074707,71.5707015991211
Moenjodaro Airport,Moenjodaro,Pakistan,MJD,27.3351993560791,68.14309692382812
Multan International Airport,Multan,Pakistan,MUX,30.20319938659668,71.41909790039062
Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS,26.2194,68.390099
Panjgur Airport,Panjgur,Pakistan,PJG,26.954500198364254,64.13249969482422
Pasni Airport,Pasni,Pakistan,PSI,25.29050064086914,63.34510040283203
Peshawar International Airport,Peshawar,Pakistan,PEW,33.993900299072266,71.51460266113281
Quetta International Airport,Quetta,Pakistan,UET,30.251399993896484,66.93779754638672
Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK,28.383899688720703,70.27960205078125
Rawalakot Airport,Rawala Kot,Pakistan,RAZ,33.849700927734375,73.79810333251953
Sukkur Airport,Sukkur,Pakistan,SKZ,27.722000122070312,68.79170227050781
Saidu Sharif Airport,Saidu Sharif,Pakistan,SDT,34.8135986328125,72.35279846191406
Sui Airport,Sui,Pakistan,SUL,28.645099639892575,69.1769027709961
Talhar Airport,Talhar,Pakistan,BDN,24.84149932861328,68.8384017944336
Wana Airport,Wana,Pakistan,WAF,32.3046989440918,69.57039642333984
Zhob Airport,Zhob,Pakistan,PZH,31.358400344848636,69.4636001586914
Basrah International Airport,Basrah,Iraq,BSR,30.54910087585449,47.66210174560547
Aleppo International Airport,Aleppo,Syria,ALP,36.18069839477539,37.22439956665039
Damascus International Airport,Damascus,Syria,DAM,33.4114990234375,36.51559829711914
Deir ez-Zor Air Base,Deire Zor,Syria,DEZ,35.2854,40.175999
Bassel Al-Assad International Airport,Latakia,Syria,LTK,35.401100158691406,35.948699951171875
Palmyra Airport,Palmyra,Syria,PMS,34.5574,38.316898
Doha International Airport,Doha,Qatar,DIA,25.261101,51.565102
Canton Island Airport,Canton Island,Kiribati,CIS,-2.7681200504300003,-171.710006714
Rota International Airport,Rota,Northern Mariana Islands,ROP,14.17430019378662,145.2429962158203
Saipan International Airport,Saipan,Northern Mariana Islands,SPN,15.119,145.729004
Andersen Air Force Base,Andersen,Guam,UAM,13.584,144.929998
Antonio B. Won Pat International Airport,Agana,Guam,GUM,13.4834003448,144.796005249
Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ,14.999199867248535,145.61900329589844
Marshall Islands International Airport,Majuro,Marshall Islands,MAJ,7.064760208129883,171.27200317382812
Bucholz Army Air Field,Kwajalein,Marshall Islands,KWA,8.720120429992676,167.73199462890625
Cassidy International Airport,Kiritimati,Kiribati,CXI,1.9861600399017332,-157.35000610351562
Henderson Field,Midway,Midway Islands,MDY,28.20170021057129,-177.38099670410156
Chuuk International Airport,Chuuk,Micronesia,TKK,7.461870193481445,151.84300231933594
Pohnpei International Airport,Pohnpei,Micronesia,PNI,6.985099792480469,158.20899963378906
Babelthuap Airport,Babelthuap,Palau,ROR,7.36731,134.544236
Kosrae International Airport,Kosrae,Micronesia,KSA,5.35698,162.957993
Yap International Airport,Yap,Micronesia,YAP,9.49891,138.082993
Kinmen Airport,Kinmen,Taiwan,KNH,24.4279,118.359001
Taitung Airport,Fengnin,Taiwan,TTT,22.7549991607666,121.10199737548828
Lyudao Airport,Green Island,Taiwan,GNI,22.673900604248047,121.46600341796876
Kaohsiung International Airport,Kaohsiung,Taiwan,KHH,22.57710075378418,120.3499984741211
Chiayi Airport,Chiayi,Taiwan,CYI,23.46179962158203,120.39299774169922
